ScrapeTimestamp,IndexCode,SYMBOL,NAME,LDCP,CURRENT,CHANGE,CHANGE (%),IDX WTG (%),IDX POINT,VOLUME,FREEFLOAT (M),MARKET CAP (M)
2026-06-24 14:47:15,ALLSHR,786,786 Investments Limited,25.99,26.14,0.15,0.58%,0.00%,0.02,"61,191",20,522
2026-06-24 14:47:15,KMIALLSHR,AASMNC,Al-Abid Silk Mills Limited,3.49,3.49,0.34,10.79%,0.00%,0.0,0,13,47
2026-06-24 14:47:15,ALLSHR,ABL,Allied Bank Limited,179.02,179.19,0.17,0.10%,1.02%,1.05,"160,016","1,145","205,186"
2026-06-24 14:47:15,KMIALLSHR,ABOT,Abbott Laboratories (Pakistan) Limited,961.39,966.44,5.05,0.53%,0.72%,2.66,"45,924",98,"94,615"
2026-06-24 14:47:15,KMIALLSHR,ACPL,Attock Cement Pakistan Limited,220.79,225.48,4.69,2.12%,0.24%,3.46,"51,433",137,"30,987"
2026-06-24 14:47:15,KMIALLSHR,ADAMS,Adam Sugar Mills Limited,67.00,66.05,-0.95,-1.42%,0.01%,-0.09,"2,944",17,"1,142"
2026-06-24 14:47:15,ALLSHR,ADMM,Artistic Denim Mills Limited,65.10,66.31,1.21,1.86%,0.03%,0.55,"357,396",84,"5,570"
2026-06-24 14:47:15,ALLSHR,AGHA,Agha Steel Ind.Ltd,8.10,8.01,-0.09,-1.11%,0.02%,-0.29,"2,953,622",605,"4,845"
2026-06-24 14:47:15,KMIALLSHR,AGIL,Agriauto Industries Limited,166.00,160.88,-5.12,-3.08%,0.04%,-0.99,"39,677",36,"5,792"
2026-06-24 14:47:15,ALLSHR,AGL,Agritech Limited,52.74,52.22,-0.52,-0.99%,0.16%,-1.68,"392,128",599,"31,284"
2026-06-24 14:47:15,KMIALLSHR,AGP,AGP Limited,204.16,204.97,0.81,0.40%,0.44%,1.22,"663,971",280,"57,392"
2026-06-24 14:47:15,ALLSHR,AGSML,Abdullah Shah Ghazi Sugar Mills Limited,9.83,9.73,-0.1,-1.02%,0.00%,-0.04,"150,591",79,771
2026-06-24 14:47:15,KMIALLSHR,AGTL,Al-Ghazi Tractors Limited,386.13,388.73,2.6,0.67%,0.17%,0.81,"25,061",58,"22,532"
2026-06-24 14:47:15,PSXDIV20,AHCL,Arif Habib Corporation Limited,15.79,15.99,0.2,1.27%,4.20%,43.47,"1,868,446","5,870","93,862"
2026-06-24 14:47:15,KMIALLSHR,AHTM,Ahmad Hassan Textile Mills Limited,93.49,93.49,0.0,0.00%,0.01%,0.0,159,8,792
2026-06-24 14:47:15,ALLSHR,AICL,Adamjee Insurance Company Limited,80.15,79.61,-0.54,-0.67%,0.14%,-1.02,"590,685",350,"27,864"
2026-06-24 14:47:15,JSMFI,AIRLINK,Air Link Communication Limited,158.27,156.38,-1.89,-1.19%,3.20%,-16.71,"1,908,093",187,"29,180"
2026-06-24 14:47:15,ALLSHR,AKBL,Askari Bank Limited,107.80,109.02,1.22,1.13%,0.78%,9.54,"3,014,347","1,449","158,003"
2026-06-24 14:47:15,ALLSHR,AKDSL,AKD Securities Limited,39.95,40.34,0.39,0.98%,0.11%,1.17,"1,319,711",558,"22,503"
2026-06-24 14:47:15,KMIALLSHR,AKGL,Al-Khair Gadoon Limited,53.00,52.85,-0.15,-0.28%,0.00%,-0.01,500,10,529
2026-06-24 14:47:15,ALLSHR,ALAC,Askari Life Assurance Company Limited,22.76,22.94,0.18,0.79%,0.02%,0.15,"259,344",150,"3,445"
2026-06-24 14:47:15,KMIALLSHR,ALNRS,Al-Noor Sugar Mills Limited,128.47,128.47,0.0,0.00%,0.02%,0.0,78,20,"2,630"
2026-06-24 14:47:15,ALLSHR,ALTN,Altern Energy Limited,8.31,8.25,-0.06,-0.72%,0.01%,-0.12,"1,021,662",363,"2,998"
2026-06-24 14:47:15,ALLSHR,AMTEXNC,Amtex Limited,4.58,4.60,0.02,0.44%,0.01%,0.03,"625,647",259,"1,193"
2026-06-24 14:47:15,ACI,ANL,Azgard Nine Limited,10.90,11.10,0.2,1.84%,0.49%,2.14,"611,355",332,"3,685"
2026-06-24 14:47:15,ALLSHR,ANSM,Ansari Sugar Mills Limited,27.13,27.60,0.47,1.73%,0.01%,0.14,"552,683",56,"1,549"
2026-06-24 14:47:15,KMIALLSHR,ANTM,AN Textile Mills Limited,38.00,37.51,-0.49,-1.29%,0.00%,-0.03,"8,400",10,362
2026-06-24 14:47:15,PSXDIV20,APL,Attock Petroleum Limited,535.16,536.82,1.66,0.31%,2.72%,6.96,"23,856",113,"60,752"
2026-06-24 14:47:15,KMIALLSHR,ARCTM,Arctic Textile Mills Limited,39.06,37.91,-1.15,-2.94%,0.00%,-0.08,"53,729",13,499
2026-06-24 14:47:15,KMIALLSHR,ARPL,Archroma Pakistan Limited,399.98,399.98,0.0,0.00%,0.11%,0.0,"17,365",35,"13,825"
2026-06-24 14:47:15,ALLSHR,ARUJNC,Aruj Industries Limited,11.94,10.80,-1.14,-9.55%,0.00%,-0.06,"299,037",10,113
2026-06-24 14:47:15,KMIALLSHR,ASCNC,Al Shaheer Corporation Limited,11.09,12.20,1.11,10.01%,0.03%,2.24,"3,303,953",375,"4,574"
2026-06-24 14:47:15,KMIALLSHR,ASHT,Ashfaq Textile Mills Limited,36.00,36.00,0.0,0.00%,0.01%,0.0,243,47,"1,676"
2026-06-24 14:47:15,ACI,ASL,Aisha Steel Mills Limited,13.37,13.17,-0.2,-1.50%,0.77%,-2.87,"669,980",445,"5,864"
2026-06-24 14:47:15,ALLSHR,ASTL,Amreli Steels Limited,16.82,16.44,-0.38,-2.26%,0.03%,-0.69,"4,384,994",337,"5,540"
2026-06-24 14:47:15,KMIALLSHR,ASTM,Asim Textile Mills Limited,18.88,19.31,0.43,2.28%,0.00%,0.04,"33,037",15,293
2026-06-24 14:47:15,KMIALLSHR,ATBA,Atlas Battery Limited,222.58,223.85,1.27,0.57%,0.06%,0.24,"5,206",35,"7,839"
2026-06-24 14:47:15,KSE100PR,ATLHXD,Atlas Honda Limited,"1,716.03","1,716.84",0.81,0.05%,0.41%,0.11,"3,767",12,"21,304"
2026-06-24 14:47:15,MII30,ATRL,Attock Refinery Limited,905.49,889.40,-16.09,-1.78%,1.28%,-5.42,"580,638",43,"37,930"
2026-06-24 14:47:15,KMIALLSHR,AVN,Avanceon Limited,36.98,37.58,0.6,1.62%,0.12%,1.39,"1,973,476",430,"16,147"
2026-06-24 14:47:15,KMIALLSHR,AWTX,Allawasaya Tex. & Finishing Mills Ltd,"1,552.05","1,552.05",0.0,0.00%,0.01%,0.0,0,1,"1,242"
2026-06-24 14:47:15,JSGBKTI,BAFL,Bank Alfalah Limited,59.14,58.79,-0.35,-0.59%,13.64%,-59.85,"4,139,894","3,023","177,727"
2026-06-24 14:47:15,KMIALLSHR,BAFS,Baba Farid Sugar Mills Limited,286.74,289.00,2.26,0.79%,0.02%,0.11,246,9,"2,731"
2026-06-24 14:47:15,JSGBKTI,BAHL,Bank AL Habib Limited,166.22,167.95,1.73,1.04%,11.39%,86.42,"682,269",883,"148,327"
2026-06-24 14:47:15,KMIALLSHR,BATA,Bata Pakistan Limited,985.76,985.44,-0.32,-0.03%,0.06%,-0.01,441,8,"7,450"
2026-06-24 14:47:15,KMIALLSHR,BBFL,Big Bird Foods Limited,45.15,45.38,0.23,0.51%,0.10%,0.37,"1,080,457",299,"13,564"
2026-06-24 14:47:15,KMIALLSHR,BCL,Bolan Castings Limited,78.60,78.23,-0.37,-0.47%,0.01%,-0.02,"9,570",11,897
2026-06-24 14:47:15,KMIALLSHR,BECO,Beco Steel Limited,5.49,5.43,-0.06,-1.09%,0.05%,-0.4,"5,129,289","1,250","6,785"
2026-06-24 14:47:15,KMIALLSHR,BERG,Berger Paints Pakistan Limited,120.01,119.32,-0.69,-0.57%,0.02%,-0.09,"1,155,784",25,"2,930"
2026-06-24 14:47:15,KMIALLSHR,BFAGRO,Barkat Frisian Agro Limited,33.55,33.89,0.34,1.01%,0.08%,0.57,"963,147",310,"10,506"
2026-06-24 14:47:15,KMIALLSHR,BFBIO,BF Biosciences Limited,146.48,147.66,1.18,0.81%,0.10%,0.56,"123,829",88,"13,043"
2026-06-24 14:47:15,KMIALLSHR,BFMOD,B.F. Modaraba,22.33,22.46,0.13,0.58%,0.00%,0.01,"9,716",8,169
2026-06-24 14:47:15,ALLSHR,BGL,Baluchistan Glass Limited,11.84,11.74,-0.1,-0.84%,0.04%,-0.34,"194,068",639,"7,496"
2026-06-24 14:47:15,KMIALLSHR,BHAT,Bhanero Textile Mills Limited,897.54,897.54,0.0,0.00%,0.02%,0.0,11,3,"2,729"
2026-06-24 14:47:15,KMIALLSHR,BIFO,Biafo Industries Limited,128.19,130.08,1.89,1.47%,0.05%,0.47,"188,400",46,"6,033"
2026-06-24 14:47:15,KMIALLSHR,BIPL,BankIslami Pakistan Limited,26.62,26.82,0.2,0.75%,0.23%,1.19,"482,607","1,109","29,735"
2026-06-24 14:47:15,KMIALLSHR,BLUEX,Blue-Ex Limited,6.20,6.16,-0.04,-0.64%,0.01%,-0.06,"113,439",284,"1,751"
2026-06-24 14:47:15,ALLSHR,BML,Bank Makramah Limited,56.76,55.69,-1.07,-1.88%,0.28%,-5.77,"448,260","1,000","55,690"
2026-06-24 14:47:15,KMIALLSHR,BNL,Bunnys Limited,7.10,7.11,0.01,0.14%,0.04%,0.04,"2,793,332",668,"4,750"
2026-06-24 14:47:15,KMIALLSHR,BNWM,Bannu Woollen Mills Limited,66.69,66.48,-0.21,-0.31%,0.00%,-0.01,"15,429",10,632
2026-06-24 14:47:15,JSGBKTI,BOP,The Bank of Punjab,35.12,35.38,0.26,0.74%,11.61%,62.87,"18,657,800","4,275","151,240"
2026-06-24 14:47:15,KMIALLSHR,BPL,Burshane LPG (Pakistan) Limited,59.89,59.05,-0.84,-1.40%,0.01%,-0.1,"136,948",22,"1,328"
2026-06-24 14:47:15,KMIALLSHR,BTL,Blessed Textiles Limited,"1,140.00","1,139.73",-0.27,-0.02%,0.06%,-0.01,24,6,"7,331"
2026-06-24 14:47:15,KMIALLSHR,BUXL,Buxly Paints Limited,228.84,251.72,22.88,10.00%,0.00%,0.18,"47,462",1,362
2026-06-24 14:47:15,KSE100PR,BWCL,Bestway Cement Limited,475.48,477.04,1.56,0.33%,0.55%,0.99,"17,584",60,"28,444"
2026-06-24 14:47:15,KMIALLSHR,BWHL,Baluchistan Wheels Limited,217.01,217.84,0.83,0.38%,0.02%,0.06,"8,434",13,"2,905"
2026-06-24 14:47:15,KMIALLSHR,CCM,Crescent Cotton Mills Limited,44.01,46.38,2.37,5.39%,0.01%,0.29,"35,713",23,"1,051"
2026-06-24 14:47:15,KMIALLSHR,CEPB,Century Paper & Board Mills Limited,30.07,30.12,0.05,0.17%,0.09%,0.11,"401,034",402,"12,100"
2026-06-24 14:47:15,KMIALLSHR,CFL,Crescent Fibres Limited,63.84,62.88,-0.96,-1.50%,0.01%,-0.06,"1,171",12,781
2026-06-24 14:47:15,KMIALLSHR,CHAS,Chashma Sugar Mills Limited,91.99,101.19,9.2,10.00%,0.02%,1.42,"94,100",29,"2,903"
2026-06-24 14:47:15,ALLSHR,CHBL,Chenab Limited,10.04,10.19,0.15,1.49%,0.01%,0.09,"1,197,570",115,"1,172"
2026-06-24 14:47:15,MII30,CHCC,Cherat Cement Company Limited,323.53,339.33,15.8,4.88%,1.22%,13.34,"915,696",107,"36,262"
2026-06-24 14:47:15,ALLSHR,CJPLNC,Crescent Jute Products Limited,13.97,13.53,-0.44,-3.15%,0.00%,-0.06,"171,823",24,322
2026-06-24 14:47:15,ALLSHR,CLCPS,Chenab Limited (Pref),3.72,3.92,0.2,5.38%,0.00%,0.09,"511,822",80,314
2026-06-24 14:47:15,KMIALLSHR,CLOV,Clover Pakistan Limited,8.20,8.28,0.08,0.98%,0.02%,0.17,"838,032",389,"3,223"
2026-06-24 14:47:15,KMIALLSHR,CNERGY,Cnergyico PK Limited,8.15,8.20,0.05,0.61%,0.34%,1.48,"12,295,320","5,493","45,046"
2026-06-24 14:47:15,MII30,COLG,Colgate-Palmolive (Pakistan) Limited,"1,280.06","1,259.53",-20.53,-1.60%,1.03%,-3.94,"21,647",24,"30,578"
2026-06-24 14:47:15,KMIALLSHR,CPHL,Citi Pharma Ltd.,78.85,79.05,0.2,0.25%,0.14%,0.25,"1,795,318",228,"18,060"
2026-06-24 14:47:15,KMIALLSHR,CPPL,Cherat Packaging Limited,100.31,100.42,0.11,0.11%,0.04%,0.03,"16,659",49,"4,930"
2026-06-24 14:47:15,KMIALLSHR,CRTM,The Crescent Textile Mills Limited,68.23,69.12,0.89,1.30%,0.05%,0.48,"28,710",100,"6,912"
2026-06-24 14:47:15,PSXDIV20,CSAP,Crescent Steel & Allied Products Limited,116.63,115.06,-1.57,-1.35%,6.18%,-69.84,"1,170,227","1,201","138,233"
2026-06-24 14:47:15,ALLSHR,CSIL,Crescent Star Insurance Limited,5.87,5.81,-0.06,-1.02%,0.00%,-0.05,"1,208,003",149,863
2026-06-24 14:47:15,ALLSHR,CTM,Colony Textile Mills Limited,7.51,7.46,-0.05,-0.67%,0.02%,-0.13,"755,822",498,"3,715"
2026-06-24 14:47:15,KMIALLSHR,DAAG,Data Agro Limited,100.21,96.43,-3.78,-3.77%,0.00%,-0.08,"35,987",4,386
2026-06-24 14:47:15,KMIALLSHR,DADX,Dadex Eternit Limited,96.00,100.18,4.18,4.35%,0.01%,0.24,"7,532",11,"1,078"
2026-06-24 14:47:15,ALLSHR,DBCINC,Dadabhoy Cement Industries Limited,7.56,7.66,0.1,1.32%,0.00%,0.05,"82,112",98,752
2026-06-24 14:47:15,KMIALLSHR,DBSLNC,Dadabhoy Sack Limited,7.00,7.00,0.0,0.00%,0.00%,0.0,0,4,28
2026-06-24 14:47:15,KMIALLSHR,DCL,Dewan Cement Limited,11.51,11.55,0.04,0.35%,0.04%,0.1,"3,382,697",484,"5,592"
2026-06-24 14:47:15,KMIALLSHR,DCR,Dolmen City REIT,37.35,37.34,-0.01,-0.03%,0.63%,-0.12,"404,506","2,224","83,033"
2026-06-24 14:47:15,ALLSHR,DEL,Dawood Equities Limited,18.45,18.64,0.19,1.03%,0.00%,0.03,"67,924",28,513
2026-06-24 14:47:15,ALLSHR,DFML,Dewan Farooque Motors Limited,19.69,19.77,0.08,0.41%,0.03%,0.13,"2,323,103",300,"5,931"
2026-06-24 14:47:15,KMIALLSHR,DFSM,Dewan Farooque Spinning Mills Limited,19.69,21.49,1.8,9.14%,0.02%,0.95,"5,104,160",98,"2,101"
2026-06-24 14:47:15,MII30,DGKC,D.G. Khan Cement Company Limited,218.62,221.94,3.32,1.52%,1.64%,5.75,"6,039,710",219,"48,618"
2026-06-24 14:47:15,KMIALLSHR,DINT,Din Textile Mills Limited,78.95,83.62,4.67,5.92%,0.03%,1.32,"5,218",52,"4,387"
2026-06-24 14:47:15,ALLSHR,DLL,Dawood Lawrencepur Limited,55.01,55.42,0.41,0.75%,0.22%,1.77,"424,781",801,"44,378"
2026-06-24 14:47:15,KMIALLSHR,DMC,D.M. Corporation Limited.,192.09,199.83,7.74,4.03%,0.00%,0.13,135,3,610
2026-06-24 14:47:15,KMIALLSHR,DNCC,Dandot Cement Company Limited,19.70,19.66,-0.04,-0.20%,0.05%,-0.07,"110,111",316,"6,220"
2026-06-24 14:47:15,KMIALLSHR,DOL,Descon Oxychem Limited,31.55,31.55,0.0,0.00%,0.04%,0.0,"72,680",175,"5,522"
2026-06-24 14:47:15,ALLSHR,DSIL,D.S. Industries Limited,10.07,10.01,-0.06,-0.60%,0.00%,-0.03,"692,474",84,838
2026-06-24 14:47:15,KMIALLSHR,DSLNC,Dost Steels Limited,5.35,5.33,-0.02,-0.37%,0.02%,-0.05,"3,330,234",445,"2,370"
2026-06-24 14:47:15,KMIALLSHR,DWSMNC,Dewan Sugar Mills Limited,6.85,6.88,0.03,0.44%,0.00%,0.01,"94,745",92,630
2026-06-24 14:47:15,KMIALLSHR,DYNO,Dynea Pakistan Limited,340.66,334.97,-5.69,-1.67%,0.05%,-0.58,"3,237",19,"6,322"
2026-06-24 14:47:15,KMIALLSHR,ECOP,Ecopack Limited,53.97,57.44,3.47,6.43%,0.02%,0.9,"969,460",48,"2,772"
2026-06-24 14:47:15,MII30,EFERT,Engro Fertilizers Limited,199.38,200.21,0.83,0.42%,4.05%,3.94,"2,149,768",601,"120,303"
2026-06-24 14:47:15,KMIALLSHR,ELCM,Elahi Cotton Mills Limited,271.63,271.63,0.0,0.00%,0.00%,0.0,52,1,353
2026-06-24 14:47:15,KMIALLSHR,ELSM,Ellcot Spinning Mills Limited,120.04,120.04,0.0,0.00%,0.01%,0.0,2,11,"1,314"
2026-06-24 14:47:15,KMIALLSHR,EMCO,Emco Industries Limited,49.50,49.57,0.07,0.14%,0.01%,0.01,"12,058",35,"1,735"
2026-06-24 14:47:15,MII30,ENGROH,Engro Holdings Limited,279.11,281.07,1.96,0.70%,9.12%,14.92,"1,023,741",963,"270,779"
2026-06-24 14:47:15,KMIALLSHR,EPCL,Engro Polymer & Chemicals Limited,34.21,34.32,0.11,0.32%,0.24%,0.54,"365,346",909,"31,194"
2026-06-24 14:47:15,ALLSHR,EPCLPS,Engro Poly(Pref),12.20,12.20,0.0,0.00%,0.02%,0.0,"70,027",300,"3,660"
2026-06-24 14:47:15,KMIALLSHR,EPQL,Engro Powergen Qadirpur Limited,25.00,25.06,0.06,0.24%,0.06%,0.1,"383,147",324,"8,114"
2026-06-24 14:47:15,KMIALLSHR,EXIDE,Exide Pakistan Limited,555.87,558.19,2.32,0.42%,0.03%,0.1,"10,583",8,"4,336"
2026-06-24 14:47:15,MII30,FABL,Faysal Bank Limited,97.06,96.91,-0.15,-0.15%,1.49%,-0.54,"516,408",455,"44,124"
2026-06-24 14:47:15,KMIALLSHR,FANM,First Al-Noor Modaraba,7.57,7.06,-0.51,-6.74%,0.00%,-0.06,"299,674",23,163
2026-06-24 14:47:15,KMIALLSHR,FASM,Faisal Spinning Mills Limited,322.79,338.48,15.69,4.86%,0.03%,0.84,134,10,"3,385"
2026-06-24 14:47:15,MII30,FATIMA,Fatima Fertilizer Company Limited,161.01,163.11,2.1,1.30%,1.73%,5.23,"718,348",315,"51,380"
2026-06-24 14:47:15,MII30,FCCL,Fauji Cement Company Limited,56.75,58.36,1.61,2.84%,1.69%,10.92,"8,448,185",858,"50,102"
2026-06-24 14:47:15,ALLSHR,FCELNC,First Capital Equities Limited,5.19,5.20,0.01,0.19%,0.00%,0.01,"242,832",141,735
2026-06-24 14:47:15,JSMFI,FCEPL,Frieslandcampina Engro Pakistan Limited,111.19,112.77,1.58,1.42%,2.99%,18.15,"2,494,514",242,"27,342"
2026-06-24 14:47:15,KMIALLSHR,FCL,Fast Cables Limited,24.08,24.47,0.39,1.62%,0.12%,1.35,"5,176,453",645,"15,773"
2026-06-24 14:47:15,ALLSHR,FCSC,First Capital Securities Corporation,5.15,5.12,-0.03,-0.58%,0.01%,-0.05,"553,062",317,"1,621"
2026-06-24 14:47:15,ALLSHR,FDPL,First Dawood Properties Limited,4.95,4.88,-0.07,-1.41%,0.00%,-0.06,"427,847",148,724
2026-06-24 14:47:15,KMIALLSHR,FECM,First Elite Capital Modaraba,17.20,17.17,-0.03,-0.17%,0.00%,0.0,"3,731",11,195
2026-06-24 14:47:15,KMIALLSHR,FECTC,Fecto Cement Limited,122.20,120.98,-1.22,-1.00%,0.05%,-0.33,"378,141",50,"6,068"
2026-06-24 14:47:15,KMIALLSHR,FEM,First Equity Modaraba,11.10,11.20,0.1,0.90%,0.00%,0.03,"7,021",52,587
2026-06-24 14:47:15,KMIALLSHR,FEROZ,Ferozsons Laboratories Limited,402.37,407.48,5.11,1.27%,0.13%,1.19,"6,198",43,"17,713"
2026-06-24 14:47:15,MII30,FFC,Fauji Fertilizer Company Limited,555.64,558.68,3.04,0.55%,14.89%,19.01,"1,279,546",791,"442,174"
2026-06-24 14:47:15,ACI,FFL,Fauji Foods Limited,17.88,17.84,-0.04,-0.22%,1.62%,-0.89,"7,540,010",689,"12,298"
2026-06-24 14:47:15,KMIALLSHR,FFLM,First Fidelity Leasing Modaraba,24.75,22.28,-2.47,-9.98%,0.00%,-0.35,"648,165",26,588
2026-06-24 14:47:15,KMIALLSHR,FHAM,First Habib Modaraba,33.80,34.04,0.24,0.71%,0.03%,0.14,"7,856",111,"3,773"
2026-06-24 14:47:15,KMIALLSHR,FIBLM,First IBL Modaraba,11.50,11.68,0.18,1.57%,0.00%,0.02,"14,935",22,253
2026-06-24 14:47:15,KMIALLSHR,FILNC,Fateh Industries Limited,182.00,182.00,0.0,0.00%,0.00%,0.0,8,2,364
2026-06-24 14:47:15,KMIALLSHR,FIMM,First Imrooz Modaraba,215.92,215.92,0.0,0.00%,0.00%,0.0,37,3,648
2026-06-24 14:47:15,KMIALLSHR,FLYNG,Flying Cement Company Limited,45.15,45.10,-0.05,-0.11%,0.24%,-0.19,"51,818",695,"31,335"
2026-06-24 14:47:15,KMIALLSHR,FML,Feroze1888 Mills Limited,52.25,57.48,5.23,10.01%,0.17%,11.22,"345,638",399,"22,958"
2026-06-24 14:47:15,KMIALLSHR,FNBMNC,First National Bank Modaraba,0.64,0.64,0.0,0.00%,0.00%,0.0,0,25,16
2026-06-24 14:47:15,ALLSHR,FNEL,First National Equities Limited,1.25,1.25,0.0,0.00%,0.02%,0.0,"15,610,051","2,673","3,341"
2026-06-24 14:47:15,KMIALLSHR,FPJM,First Punjab Modaraba,7.80,7.79,-0.01,-0.13%,0.00%,0.0,"36,360",34,265
2026-06-24 14:47:15,KMIALLSHR,FPRM,First Paramount Modaraba,13.50,13.56,0.06,0.44%,0.00%,0.0,"58,579",14,187
2026-06-24 14:47:15,KMIALLSHR,FRCL,Frontier Ceramics Limited,72.65,72.65,0.0,0.00%,0.02%,0.0,40,38,"2,752"
2026-06-24 14:47:15,KMIALLSHR,FRSM,Faran Sugar Mills Limited,47.06,46.20,-0.86,-1.83%,0.01%,-0.18,"6,971",40,"1,825"
2026-06-24 14:47:15,KMIALLSHR,FTMM,First Treet Manufacturing Modaraba,16.97,16.80,-0.17,-1.00%,0.03%,-0.18,"1,364",196,"3,286"
2026-06-24 14:47:15,KMIALLSHR,FTSM,First Tri-Star Modaraba,32.23,35.45,3.22,9.99%,0.01%,0.37,"226,787",21,750
2026-06-24 14:47:15,KMIALLSHR,FZCM,Fazal Cloth Mills Limited,255.11,255.11,0.0,0.00%,0.06%,0.0,831,30,"7,653"
2026-06-24 14:47:15,KMIALLSHR,GADT,Gadoon Textile Mills Limited,306.76,309.02,2.26,0.74%,0.07%,0.34,"50,691",28,"8,662"
2026-06-24 14:47:15,KMIALLSHR,GAL,Ghandhara Automobiles Limited,518.49,544.23,25.74,4.96%,0.24%,7.88,"877,178",57,"31,022"
2026-06-24 14:47:15,ALLSHR,GAMONNC,Gammon Pakistan Limited,20.43,20.60,0.17,0.83%,0.00%,0.03,"70,216",28,582
2026-06-24 14:47:15,KMIALLSHR,GATI,Gatron (Industries) Limited,88.83,88.84,0.01,0.01%,0.07%,0.01,"17,008",109,"9,659"
2026-06-24 14:47:15,ACI,GATM,Gul Ahmed Textile Mills Limited,29.27,30.85,1.58,5.40%,1.03%,12.88,"7,793,920",253,"7,807"
2026-06-24 14:47:15,KMIALLSHR,GCIL,Ghani Chemical Industries Limited,34.46,34.79,0.33,0.96%,0.15%,1.01,"7,638,911",570,"19,846"
2026-06-24 14:47:15,KMIALLSHR,GCWL,Ghani Chemworld Limited,16.93,16.87,-0.06,-0.35%,0.03%,-0.08,"2,073,863",250,"4,220"
2026-06-24 14:47:15,ALLSHR,GCWLR,Ghani Chemworld Limited Right,7.01,8.01,1.0,14.27%,0.00%,0.01,"195,893",1,10
2026-06-24 14:47:15,KMIALLSHR,GDL,Ghani Dairies Limited,20.79,20.56,-0.23,-1.11%,0.07%,-0.53,"751,591",429,"8,824"
2026-06-24 14:47:15,KMIALLSHR,GEMBCEM,Burj Clean Energy Modaraba(GEM),11.01,11.00,-0.01,-0.09%,0.01%,-0.01,"1,000",100,"1,100"
2026-06-24 14:47:15,KMIALLSHR,GEMMEL,Mughal Energy Limited(GEM),22.48,22.48,0.0,0.00%,0.03%,0.0,0,194,"4,363"
2026-06-24 14:47:15,KMIALLSHR,GEMPACRA,The Pakistan Credit Rating Agency Ltd,40.72,43.86,3.14,7.71%,0.02%,1.26,"1,350",75,"3,269"
2026-06-24 14:47:15,KMIALLSHR,GEMPAPL,Pak Agro Packaging Limited(GEM),10.25,10.25,0.0,0.00%,0.00%,0.0,0,20,205
2026-06-24 14:47:15,KMIALLSHR,GFIL,Ghazi Fabrics International Limited,31.00,30.67,-0.33,-1.06%,0.01%,-0.06,"190,638",33,"1,001"
2026-06-24 14:47:15,KMIALLSHR,GGGL,Ghani Global Glass Limited,9.15,9.20,0.05,0.55%,0.02%,0.06,"628,143",240,"2,208"
2026-06-24 14:47:15,KMIALLSHR,GGL,Ghani Global Holdings Limited,23.66,23.54,-0.12,-0.51%,0.06%,-0.23,"2,032,065",354,"8,336"
2026-06-24 14:47:15,KMIALLSHR,GHGL,Ghani Glass Limited,37.19,38.78,1.59,4.28%,0.29%,8.54,"2,682,566","1,000","38,769"
2026-06-24 14:47:15,KMIALLSHR,GHNI,Ghandhara Industries Limited,952.35,968.57,16.22,1.70%,0.31%,3.71,"232,559",43,"41,270"
2026-06-24 14:47:15,KMIALLSHR,GIL,Good Luck Industries Ltd.,"1,926.12","1,000.00",50.0,5.26%,0.00%,0.0,0,0,300
2026-06-24 14:47:15,MII30,GLAXO,GlaxoSmithKline Pakistan Limited,359.21,366.89,7.68,2.14%,0.79%,3.86,"211,025",64,"23,368"
2026-06-24 14:47:15,KMIALLSHR,GOC,GOC (Pak) Limited.,114.14,112.11,-2.03,-1.78%,0.01%,-0.08,"1,450",7,824
2026-06-24 14:47:15,ALLSHR,GRR,Globe Residency REIT,19.77,19.95,0.18,0.91%,0.01%,0.14,"296,649",140,"2,793"
2026-06-24 14:47:15,ALLSHR,GSPMNC,Gulshan Spinning Mills Limited,6.21,6.35,0.14,2.25%,0.00%,0.02,"63,192",22,141
2026-06-24 14:47:15,KMIALLSHR,GTYR,Ghandhara Tyre & Rubber Company Limited,31.20,31.49,0.29,0.93%,0.03%,0.19,"207,760",122,"3,840"
2026-06-24 14:47:15,ALLSHR,GUSMNC,Gulistan Spinning Mills Limited,9.07,10.01,0.94,10.36%,0.00%,0.07,"265,085",15,147
2026-06-24 14:47:15,KMIALLSHR,GVGL,Ghani Value Glass Limited,55.77,55.98,0.21,0.38%,0.06%,0.17,"3,032",150,"8,394"
2026-06-24 14:47:15,KMIALLSHR,GWLC,Gharibwal Cement Limited,55.72,55.65,-0.07,-0.13%,0.17%,-0.15,"733,053",400,"22,275"
2026-06-24 14:47:15,KMIALLSHR,HAEL,Hala Enterprises Limited,27.55,27.16,-0.39,-1.42%,0.00%,-0.03,"39,913",13,353
2026-06-24 14:47:15,KMIALLSHR,HAFL,Hafiz Limited,428.54,450.03,21.49,5.02%,0.00%,0.14,887,1,540
2026-06-24 14:47:15,KMIALLSHR,HALEON,Haleon Pakistan Limited,785.18,802.92,17.74,2.26%,0.72%,11.16,"205,693",117,"93,985"
2026-06-24 14:47:15,ALLSHR,HASCOLNC,Hascol Petroleum Limited,20.74,20.33,-0.41,-1.98%,0.10%,-2.21,"6,740,353",999,"20,312"
2026-06-24 14:47:15,KMIALLSHR,HATMNC,Hamid Textile Mills Limited,0.97,0.97,0.0,0.00%,0.00%,0.0,0,13,13
2026-06-24 14:47:15,JSGBKTI,HBL,Habib Bank Limited,292.99,294.10,1.11,0.38%,11.51%,32.0,"1,880,768",510,"149,895"
