ScrapeTimestamp,IndexCode,SYMBOL,NAME,LDCP,CURRENT,CHANGE,CHANGE (%),IDX WTG (%),IDX POINT,VOLUME,SHARES (M),MARKET CAP (M)
2026-07-02 06:55:06,ALLSHR,TPLP,TPL Properties Limited,10.72,11.53,0.81,7.56%,0.03%,2.43,"60,880,572",561,"6,469"
2026-07-02 06:55:06,ALLSHR,BOP,The Bank of Punjab,36.31,36.83,0.52,1.43%,0.58%,9.11,"31,793,751","3,272","120,492"
2026-07-02 06:55:06,ALLSHR,BLUEX,Blue-Ex Limited,9.16,8.57,-0.59,-6.44%,0.01%,-0.90,"30,772,739",284,"2,436"
2026-07-02 06:55:06,ALLSHR,CNERGY,Cnergyico PK Limited,8.21,8.47,0.26,3.17%,0.22%,7.65,"25,699,872","5,493","46,530"
2026-07-02 06:55:06,ALLSHR,TPLRF1,TPL REIT Fund I,10.53,10.70,0.17,1.61%,0.09%,1.67,"23,794,910","1,835","19,635"
2026-07-02 06:55:06,ALLSHR,BECO,Beco Steel Limited,5.39,5.75,0.36,6.68%,0.03%,2.41,"17,329,151","1,250","7,185"
2026-07-02 06:55:06,ALLSHR,TPL,TPL Corp Limited,16.48,17.06,0.58,3.52%,0.02%,0.83,"13,244,968",267,"4,560"
2026-07-02 06:55:06,ALLSHR,MLCF,Maple Leaf Cement Factory Limited,107.43,109.02,1.59,1.48%,0.55%,8.92,"12,958,449","1,048","114,205"
2026-07-02 06:55:06,ALLSHR,WTL,Worldcall Telecom Limited,1.29,1.27,-0.02,-1.55%,0.03%,-0.53,"10,826,434","4,982","6,328"
2026-07-02 06:55:06,ALLSHR,PIBTL,Pakistan International Bulk Terminal,18.85,19.11,0.26,1.38%,0.16%,2.49,"10,408,592","1,786","34,132"
2026-07-02 06:55:06,ALLSHR,DCL,Dewan Cement Limited,11.83,12.17,0.34,2.87%,0.03%,0.88,"10,040,030",484,"5,892"
2026-07-02 06:55:06,ALLSHR,KEL,K-Electric Limited,8.33,8.39,0.06,0.72%,1.12%,8.87,"9,906,800","27,615","231,691"
2026-07-02 06:55:06,ALLSHR,PTC,Pakistan Telecommunication Company Ltd,72.07,72.34,0.27,0.38%,1.32%,5.46,"9,544,492","3,774","273,011"
2026-07-02 06:55:06,ALLSHR,LOTCHEM,Lotte Chemical Pakistan Limited,28.19,28.72,0.53,1.88%,0.21%,4.30,"8,673,043","1,514","43,488"
2026-07-02 06:55:06,ALLSHR,PAEL,Pak Elektron Limited,45.42,45.92,0.50,1.10%,0.20%,2.47,"8,385,592",924,"42,414"
2026-07-02 06:55:06,ALLSHR,SSGC,Sui Southern Gas Company Limited,31.85,32.12,0.27,0.85%,0.14%,1.27,"8,258,786",881,"28,295"
2026-07-02 06:55:06,ALLSHR,GCIL,Ghani Chemical Industries Limited,35.44,36.40,0.96,2.71%,0.10%,2.93,"7,921,582",570,"20,764"
2026-07-02 06:55:06,ALLSHR,PSX,Pakistan Stock Exchange Limited,51.87,52.89,1.02,1.97%,0.20%,4.38,"7,397,077",801,"42,390"
2026-07-02 06:55:06,ALLSHR,FNEL,First National Equities Limited,1.26,1.25,-0.01,-0.79%,0.02%,-0.14,"7,144,555","2,673","3,341"
2026-07-02 06:55:06,ALLSHR,OBOY,Oilboy Energy Limited,18.27,18.60,0.33,1.81%,0.00%,0.09,"6,333,516",50,930
2026-07-02 06:55:06,ALLSHR,PAKRI,Pakistan Reinsurance Company Limited,17.26,18.10,0.84,4.87%,0.08%,4.05,"6,157,585",900,"16,290"
2026-07-02 06:55:06,ALLSHR,UNITY,Unity Foods Limited,10.91,11.00,0.09,0.83%,0.06%,0.58,"6,136,777","1,194","13,135"
2026-07-02 06:55:06,ALLSHR,SEARL,The Searle Company Limited,94.58,97.64,3.06,3.24%,0.28%,9.64,"5,826,909",588,"57,434"
2026-07-02 06:55:06,ALLSHR,PIAHCLA,PIA Holding Company Limited,31.76,31.16,-0.60,-1.89%,0.79%,-16.82,"5,737,090","5,234","163,084"
2026-07-02 06:55:06,ALLSHR,AKBL,Askari Bank Limited,112.99,116.50,3.51,3.11%,0.81%,27.24,"5,270,304","1,449","168,843"
2026-07-02 06:55:06,ALLSHR,TELE,Telecard Limited,9.02,9.25,0.23,2.55%,0.02%,0.42,"5,263,980",339,"3,132"
2026-07-02 06:55:06,ALLSHR,SPSL,Sitara Petroleum Service Limited,19.20,19.18,-0.02,-0.10%,0.16%,-0.18,"4,765,922","1,680","32,221"
2026-07-02 06:55:06,ALLSHR,NBP,National Bank of Pakistan,205.01,208.99,3.98,1.94%,2.15%,45.35,"4,742,037","2,128","444,629"
2026-07-02 06:55:06,ALLSHR,PAKQATAR,Pak Qatar Family Takaful Limited,23.58,22.50,-1.08,-4.58%,0.03%,-1.33,"4,624,480",231,"5,191"
2026-07-02 06:55:06,ALLSHR,NML,Nishat Mills Limited,160.42,166.21,5.79,3.61%,0.28%,10.90,"4,478,828",352,"58,439"
2026-07-02 06:55:06,ALLSHR,DGKC,D.G. Khan Cement Company Limited,227.14,229.32,2.18,0.96%,0.48%,5.12,"4,454,040",438,"100,469"
2026-07-02 06:55:06,ALLSHR,PACE,Pace (Pakistan) Limited,11.10,11.32,0.22,1.98%,0.02%,0.37,"4,339,753",310,"3,508"
2026-07-02 06:55:06,ALLSHR,DSLNC,Dost Steels Limited,5.32,5.35,0.03,0.56%,0.01%,0.07,"3,996,614",445,"2,379"
2026-07-02 06:55:06,ALLSHR,AGHA,Agha Steel Ind.Ltd,7.87,8.10,0.23,2.92%,0.02%,0.75,"3,506,469",605,"4,900"
2026-07-02 06:55:06,ALLSHR,TREET,Treet Corporation Limited,25.89,26.15,0.26,1.00%,0.05%,0.52,"3,236,409",371,"9,702"
2026-07-02 06:55:06,ALLSHR,LOADS,Loads Limited,14.48,14.70,0.22,1.52%,0.03%,0.44,"3,130,995",371,"5,457"
2026-07-02 06:55:06,ALLSHR,MUGHAL,Mughal Iron & Steel Industries Limited,88.35,90.89,2.54,2.88%,0.15%,4.57,"3,099,626",336,"30,506"
2026-07-02 06:55:06,ALLSHR,GGL,Ghani Global Holdings Limited,24.11,25.18,1.07,4.44%,0.04%,2.03,"2,997,957",354,"8,917"
2026-07-02 06:55:06,ALLSHR,SLM,Service Long March Tyres Limited,25.28,25.27,-0.01,-0.04%,0.95%,-0.42,"2,992,062","7,795","196,974"
2026-07-02 06:55:06,ALLSHR,FCCL,Fauji Cement Company Limited,59.28,59.50,0.22,0.37%,0.70%,2.89,"2,712,123","2,453","145,944"
2026-07-02 06:55:06,ALLSHR,HBL,Habib Bank Limited,307.45,307.50,0.05,0.02%,2.18%,0.39,"2,666,926","1,467","451,057"
2026-07-02 06:55:06,ALLSHR,FFL,Fauji Foods Limited,17.85,17.95,0.10,0.56%,0.22%,1.35,"2,649,862","2,520","45,233"
2026-07-02 06:55:06,ALLSHR,WAHDAT,Wahdat Poultry Farm Limited,19.10,19.17,0.07,0.37%,0.03%,0.13,"2,520,856",335,"6,426"
2026-07-02 06:55:06,ALLSHR,UBL,United Bank Limited,479.73,490.00,10.27,2.14%,5.92%,137.74,"2,445,205","2,504","1,227,081"
2026-07-02 06:55:06,ALLSHR,CPHL,Citi Pharma Ltd.,78.80,80.95,2.15,2.73%,0.09%,2.63,"2,440,029",228,"18,494"
2026-07-02 06:55:06,ALLSHR,SNGP,Sui Northern Gas Pipelines Limited,119.63,120.75,1.12,0.94%,0.37%,3.80,"2,411,299",634,"76,582"
2026-07-02 06:55:06,ALLSHR,BAFL,Bank Alfalah Limited,61.40,62.60,1.20,1.95%,0.95%,20.27,"2,406,160","3,154","197,461"
2026-07-02 06:55:06,ALLSHR,HASCOLNC,Hascol Petroleum Limited,20.56,20.76,0.20,0.97%,0.10%,1.07,"2,344,155",999,"20,742"
2026-07-02 06:55:06,ALLSHR,TRG,TRG Pakistan Limited,64.31,65.39,1.08,1.68%,0.17%,3.15,"2,342,830",545,"35,663"
2026-07-02 06:55:06,ALLSHR,CSIL,Crescent Star Insurance Limited,5.89,6.11,0.22,3.74%,0.00%,0.18,"2,315,441",149,908
2026-07-02 06:55:06,ALLSHR,SPWL,Saif Power Limited,9.53,9.76,0.23,2.41%,0.02%,0.48,"2,171,310",386,"3,772"
2026-07-02 06:55:06,ALLSHR,ENGROH,Engro Holdings Limited,294.09,292.86,-1.23,-0.42%,1.70%,-7.93,"2,166,983","1,204","352,671"
2026-07-02 06:55:06,ALLSHR,GATM,Gul Ahmed Textile Mills Limited,30.26,31.24,0.98,3.24%,0.11%,3.88,"2,129,622",740,"23,119"
2026-07-02 06:55:06,ALLSHR,AHCL,Arif Habib Corporation Limited,16.27,16.46,0.19,1.17%,0.34%,4.29,"2,094,006","4,217","69,411"
2026-07-02 06:55:06,ALLSHR,LUCK,Lucky Cement Limited,472.38,483.07,10.69,2.26%,3.42%,83.87,"1,860,781","1,465","707,698"
2026-07-02 06:55:06,ALLSHR,OGDC,Oil & Gas Development Company Limited,334.91,337.70,2.79,0.83%,7.01%,64.26,"1,834,931","4,301","1,452,424"
2026-07-02 06:55:06,ALLSHR,STPL,Siddiqsons Tin Plate Limited,8.22,8.39,0.17,2.07%,0.01%,0.21,"1,797,013",229,"1,924"
2026-07-02 06:55:06,ALLSHR,KOSM,Kohinoor Spinning Mills Limited,6.63,6.69,0.06,0.91%,0.02%,0.18,"1,791,608",553,"3,699"
2026-07-02 06:55:06,ALLSHR,MCB,MCB Bank Limited,426.84,429.46,2.62,0.61%,2.46%,16.63,"1,754,307","1,185","508,936"
2026-07-02 06:55:06,ALLSHR,SPEL,SPEL Limited,53.16,55.00,1.84,3.46%,0.05%,1.97,"1,714,599",200,"10,985"
2026-07-02 06:55:06,ALLSHR,LSEVL,LSE Ventures Limited,11.37,11.55,0.18,1.58%,0.02%,0.38,"1,671,957",399,"4,611"
2026-07-02 06:55:06,ALLSHR,PRL,Pakistan Refinery Limited,36.24,36.50,0.26,0.72%,0.11%,0.88,"1,664,411",630,"22,995"
2026-07-02 06:55:06,ALLSHR,TPLT,TPL Trakker Limited,22.16,23.39,1.23,5.55%,0.02%,1.23,"1,640,565",187,"4,380"
2026-07-02 06:55:06,ALLSHR,LSECL,LSE Capital Limited.,5.57,5.63,0.06,1.08%,0.01%,0.12,"1,548,135",387,"2,179"
2026-07-02 06:55:06,ALLSHR,NCPL,Nishat Chunian Power Limited,64.37,65.20,0.83,1.29%,0.12%,1.63,"1,545,627",367,"23,951"
2026-07-02 06:55:06,ALLSHR,GGGL,Ghani Global Glass Limited,9.26,9.25,-0.01,-0.11%,0.01%,-0.01,"1,532,523",240,"2,220"
2026-07-02 06:55:06,ALLSHR,PPL,Pakistan Petroleum Limited,243.74,245.51,1.77,0.73%,3.22%,25.79,"1,526,719","2,721","668,025"
2026-07-02 06:55:06,ALLSHR,BFAGRO,Barkat Frisian Agro Limited,37.90,38.30,0.40,1.06%,0.06%,0.66,"1,480,242",310,"11,873"
2026-07-02 06:55:06,ALLSHR,FABL,Faysal Bank Limited,101.46,102.00,0.54,0.53%,0.75%,4.39,"1,415,167","1,518","154,805"
2026-07-02 06:55:06,ALLSHR,IREIT,Image Reit,8.19,8.46,0.27,3.30%,0.01%,0.40,"1,406,034",276,"2,334"
2026-07-02 06:55:06,ALLSHR,IMAGE,Image Pakistan Limited,26.04,26.97,0.93,3.57%,0.03%,1.15,"1,396,901",230,"6,213"
2026-07-02 06:55:06,ALLSHR,BNL,Bunnys Limited,7.16,7.15,-0.01,-0.14%,0.02%,-0.04,"1,319,634",668,"4,777"
2026-07-02 06:55:06,ALLSHR,POWER,Power Cement Limited,23.55,23.74,0.19,0.81%,0.15%,1.31,"1,294,227","1,291","30,637"
2026-07-02 06:55:06,ALLSHR,PSO,Pakistan State Oil Company Limited,346.12,352.00,5.88,1.70%,0.80%,14.78,"1,244,255",469,"165,255"
2026-07-02 06:55:06,ALLSHR,JVDC,Javedan Corporation Limited,153.48,154.70,1.22,0.80%,0.28%,2.49,"1,232,869",381,"58,919"
2026-07-02 06:55:06,ALLSHR,SYM,Symmetry Group Limited,11.70,11.85,0.15,1.28%,0.02%,0.23,"1,225,357",285,"3,380"
2026-07-02 06:55:06,ALLSHR,GRR,Globe Residency REIT,21.90,22.49,0.59,2.69%,0.02%,0.44,"1,220,183",140,"3,149"
2026-07-02 06:55:06,ALLSHR,TBL,Treet Battery Limited.,10.72,10.75,0.03,0.28%,0.06%,0.17,"1,219,616","1,083","11,638"
2026-07-02 06:55:06,ALLSHR,TOMCL,The Organic Meat Company Limited,43.57,43.70,0.13,0.30%,0.04%,0.14,"1,217,564",196,"8,580"
2026-07-02 06:55:06,ALLSHR,DFSM,Dewan Farooque Spinning Mills Limited,24.69,24.85,0.16,0.65%,0.01%,0.08,"1,154,494",98,"2,429"
2026-07-02 06:55:06,ALLSHR,BIPL,BankIslami Pakistan Limited,27.44,27.74,0.30,1.09%,0.15%,1.78,"1,145,940","1,109","30,755"
2026-07-02 06:55:06,ALLSHR,HUBC,The Hub Power Company Limited,233.14,234.50,1.36,0.58%,1.47%,9.45,"1,066,169","1,297","304,183"
2026-07-02 06:55:06,ALLSHR,IBLHL,IBL HealthCare Limited,52.62,57.88,5.26,10.00%,0.03%,2.78,"1,040,842",99,"5,703"
2026-07-02 06:55:06,ALLSHR,ASTL,Amreli Steels Limited,16.36,16.50,0.14,0.86%,0.03%,0.25,"1,038,404",337,"5,561"
2026-07-02 06:55:06,ALLSHR,FFC,Fauji Fertilizer Company Limited,572.17,577.00,4.83,0.84%,4.01%,37.22,"1,024,471","1,439","830,316"
2026-07-02 06:55:06,ALLSHR,NPL,Nishat Power Limited,73.31,74.31,1.00,1.36%,0.13%,1.90,"1,017,479",354,"26,312"
2026-07-02 06:55:06,ALLSHR,SGPL,S.G. Power Limited,88.15,96.97,8.82,10.01%,0.01%,0.84,"1,016,326",18,"1,729"
2026-07-02 06:55:06,ALLSHR,WAVES,Waves Corporation Limited,10.91,11.12,0.21,1.93%,0.02%,0.32,"968,316",281,"3,129"
2026-07-02 06:55:06,ALLSHR,THCCL,Thatta Cement Company Limited,68.47,68.63,0.16,0.23%,0.17%,0.43,"965,557",499,"34,218"
2026-07-02 06:55:06,ALLSHR,AGP,AGP Limited,210.28,214.00,3.72,1.77%,0.29%,5.58,"950,952",280,"59,920"
2026-07-02 06:55:06,ALLSHR,MEBL,Meezan Bank Limited,553.45,558.45,5.00,0.90%,4.85%,48.21,"913,698","1,801","1,005,520"
2026-07-02 06:55:06,ALLSHR,ASCNC,Al Shaheer Corporation Limited,13.17,13.01,-0.16,-1.21%,0.02%,-0.32,"909,033",375,"4,878"
2026-07-02 06:55:06,ALLSHR,ANL,Azgard Nine Limited,11.19,11.40,0.21,1.88%,0.03%,0.55,"894,236",485,"5,534"
2026-07-02 06:55:06,ALLSHR,MFL,Matco Foods Limited,46.48,46.15,-0.33,-0.71%,0.03%,-0.22,"866,378",122,"5,649"
2026-07-02 06:55:06,ALLSHR,FFLM,First Fidelity Leasing Modaraba,24.27,26.70,2.43,10.01%,0.00%,0.34,"861,472",26,705
2026-07-02 06:55:06,ALLSHR,EFERT,Engro Fertilizers Limited,199.87,199.90,0.03,0.02%,1.29%,0.21,"854,370","1,335","266,926"
2026-07-02 06:55:06,ALLSHR,KOHTM,Kohat Textile Mills Limited,161.43,172.75,11.32,7.01%,0.02%,1.26,"849,291",21,"3,593"
2026-07-02 06:55:06,ALLSHR,FATIMA,Fatima Fertilizer Company Limited,161.12,164.15,3.03,1.88%,1.66%,34.08,"836,392","2,100","344,715"
2026-07-02 06:55:06,ALLSHR,GAL,Ghandhara Automobiles Limited,583.21,586.99,3.78,0.65%,0.16%,1.15,"834,679",57,"33,460"
2026-07-02 06:55:06,ALLSHR,YOUW,Yousaf Weaving Mills Limited,5.85,5.80,-0.05,-0.85%,0.00%,-0.05,"816,912",172,"1,000"
2026-07-02 06:55:06,ALLSHR,CLOV,Clover Pakistan Limited,8.26,8.26,0.00,0.00%,0.02%,0.00,"816,325",389,"3,216"
2026-07-02 06:55:06,ALLSHR,ILP,Interloop Limited,106.18,105.50,-0.68,-0.64%,0.71%,-5.10,"746,412","1,402","147,880"
2026-07-02 06:55:06,ALLSHR,FCL,Fast Cables Limited,24.87,24.75,-0.12,-0.48%,0.08%,-0.41,"741,483",645,"15,953"
2026-07-02 06:55:06,ALLSHR,FCSC,First Capital Securities Corporation,5.01,5.06,0.05,1.00%,0.01%,0.08,"734,795",317,"1,602"
2026-07-02 06:55:06,ALLSHR,SYS,Systems Limited,149.57,149.50,-0.07,-0.05%,1.06%,-0.55,"731,704","1,473","220,274"
2026-07-02 06:55:06,ALLSHR,HUMNL,Hum Network Limited,11.50,11.48,-0.02,-0.17%,0.06%,-0.12,"708,678","1,134","13,018"
2026-07-02 06:55:06,ALLSHR,PQGTL,Pak Qatar General Takaful Limited,15.94,15.35,-0.59,-3.70%,0.01%,-0.32,"704,596",101,"1,552"
2026-07-02 06:55:06,ALLSHR,SLGL,Secure Logistics-Trax Group Limited,16.78,16.70,-0.08,-0.48%,0.03%,-0.18,"698,477",422,"7,044"
2026-07-02 06:55:06,ALLSHR,SBL,Samba Bank Limited,9.99,10.16,0.17,1.70%,0.05%,0.92,"677,547","1,008","10,244"
2026-07-02 06:55:06,ALLSHR,WASL,Wasl Mobility Modaraba,5.55,5.64,0.09,1.62%,0.00%,0.08,"677,380",161,906
2026-07-02 06:55:06,ALLSHR,WAVESAPP,Waves Home Appliances Limited,8.95,9.05,0.10,1.12%,0.01%,0.14,"663,484",268,"2,424"
2026-07-02 06:55:06,ALLSHR,PREMA,At-Tahur Limited,35.59,35.52,-0.07,-0.20%,0.04%,-0.08,"611,269",219,"7,766"
2026-07-02 06:55:06,ALLSHR,ASL,Aisha Steel Mills Limited,13.07,13.35,0.28,2.14%,0.06%,1.40,"595,013",931,"12,426"
2026-07-02 06:55:06,ALLSHR,MDTL,Media Times Limited,5.87,5.93,0.06,1.02%,0.01%,0.06,"590,075",179,"1,061"
2026-07-02 06:55:06,ALLSHR,HIRATNC,Hira Textile Mills Limited,7.17,7.21,0.04,0.56%,0.00%,0.02,"572,630",87,624
2026-07-02 06:55:06,ALLSHR,NATF,National Foods Limited,399.24,415.88,16.64,4.17%,0.47%,20.77,"549,206",233,"96,948"
2026-07-02 06:55:06,ALLSHR,NCL,Nishat Chunian Limited,40.94,41.24,0.30,0.73%,0.05%,0.39,"533,802",240,"9,903"
2026-07-02 06:55:06,ALLSHR,AVN,Avanceon Limited,36.19,36.06,-0.13,-0.36%,0.07%,-0.30,"526,151",430,"15,494"
2026-07-02 06:55:06,ALLSHR,KML,Kohinoor Mills Limited,11.59,11.39,-0.20,-1.73%,0.03%,-0.55,"524,111",509,"5,799"
2026-07-02 06:55:06,ALLSHR,AMTEXNC,Amtex Limited,4.60,4.71,0.11,2.39%,0.01%,0.15,"523,161",259,"1,222"
2026-07-02 06:55:06,ALLSHR,ITANZ,Itanz Technologies Limited,41.64,41.98,0.34,0.82%,0.02%,0.20,"503,984",108,"4,526"
2026-07-02 06:55:06,ALLSHR,HMB,Habib Metropolitan Bank Limited,118.90,118.90,0.00,0.00%,0.60%,0.00,"499,006","1,048","124,587"
2026-07-02 06:55:06,ALLSHR,JSBL,JS Bank Limited,12.37,12.55,0.18,1.46%,0.12%,1.98,"490,614","2,051","25,736"
2026-07-02 06:55:06,ALLSHR,GTYR,Ghandhara Tyre & Rubber Company Limited,33.04,33.50,0.46,1.39%,0.02%,0.30,"480,142",122,"4,085"
2026-07-02 06:55:06,ALLSHR,BAHL,Bank AL Habib Limited,177.99,175.94,-2.05,-1.15%,0.94%,-12.20,"465,630","1,111","195,544"
2026-07-02 06:55:06,ALLSHR,KSBP,KSB Pumps Company Limited,202.02,214.75,12.73,6.30%,0.03%,2.11,"464,333",31,"6,636"
2026-07-02 06:55:06,ALLSHR,DFML,Dewan Farooque Motors Limited,19.96,20.06,0.10,0.50%,0.03%,0.16,"462,412",300,"6,018"
2026-07-02 06:55:06,ALLSHR,MARI,Mari Energies Limited,673.75,673.89,0.14,0.02%,3.91%,0.90,"461,987","1,201","809,087"
2026-07-02 06:55:06,ALLSHR,KOHC,Kohat Cement Company Limited,107.12,107.74,0.62,0.58%,0.48%,3.05,"454,450",919,"99,046"
2026-07-02 06:55:06,ALLSHR,EPCL,Engro Polymer & Chemicals Limited,35.13,35.02,-0.11,-0.31%,0.15%,-0.54,"453,874",909,"31,830"
2026-07-02 06:55:06,ALLSHR,ZAL,Zarea Limited,45.42,45.48,0.06,0.13%,0.06%,0.08,"432,264",263,"11,939"
2026-07-02 06:55:06,ALLSHR,DSIL,D.S. Industries Limited,10.20,10.37,0.17,1.67%,0.00%,0.08,"425,102",84,868
2026-07-02 06:55:06,ALLSHR,NRL,National Refinery Limited,366.62,372.50,5.88,1.60%,0.14%,2.52,"416,659",80,"29,788"
2026-07-02 06:55:06,ALLSHR,SGF,Service GlobalFootwear Limited,122.35,125.85,3.50,2.86%,0.13%,3.87,"414,876",206,"25,984"
2026-07-02 06:55:06,ALLSHR,PICT,Pakistan International Container,39.98,41.60,1.62,4.05%,0.02%,0.95,"412,702",109,"4,541"
2026-07-02 06:55:06,ALLSHR,JATM,J.A. Textile Mills Limited,44.62,41.45,-3.17,-7.10%,0.00%,-0.21,"405,145",13,522
2026-07-02 06:55:06,ALLSHR,SNBL,Soneri Bank Limited,23.07,23.13,0.06,0.26%,0.12%,0.35,"399,966","1,102","25,500"
2026-07-02 06:55:06,ALLSHR,CSAP,Crescent Steel & Allied Products Limited,112.45,112.90,0.45,0.40%,0.04%,0.19,"397,571",78,"8,765"
2026-07-02 06:55:06,ALLSHR,EPQL,Engro Powergen Qadirpur Limited,25.16,25.45,0.29,1.15%,0.04%,0.50,"384,005",324,"8,241"
2026-07-02 06:55:06,ALLSHR,DOL,Descon Oxychem Limited,32.05,33.00,0.95,2.96%,0.03%,0.89,"381,520",175,"5,776"
2026-07-02 06:55:06,ALLSHR,STCL,Shabbir Tiles & Ceramics Limited,11.20,11.35,0.15,1.34%,0.01%,0.19,"367,057",239,"2,716"
2026-07-02 06:55:06,ALLSHR,GDL,Ghani Dairies Limited,20.02,20.13,0.11,0.55%,0.04%,0.25,"366,718",429,"8,640"
2026-07-02 06:55:06,ALLSHR,SKRSNC,Sakrand Sugar Mills Limited,27.70,30.00,2.30,8.30%,0.01%,0.55,"357,242",45,"1,338"
2026-07-02 06:55:06,ALLSHR,TSBL,Trust Securities & Brokerage Limited,1.75,1.77,0.02,1.14%,0.01%,0.08,"352,894",750,"1,328"
2026-07-02 06:55:06,ALLSHR,GCWL,Ghani Chemworld Limited,16.76,16.97,0.21,1.25%,0.02%,0.28,"350,560",250,"4,245"
2026-07-02 06:55:06,ALLSHR,AIRLINK,Air Link Communication Limited,158.59,159.40,0.81,0.51%,0.30%,1.71,"344,574",395,"63,006"
2026-07-02 06:55:06,ALLSHR,CEPB,Century Paper & Board Mills Limited,31.17,30.70,-0.47,-1.51%,0.06%,-1.01,"342,040",402,"12,333"
2026-07-02 06:55:06,ALLSHR,KTML,Kohinoor Textile Mills Limited,54.30,55.00,0.70,1.29%,0.36%,5.05,"331,090","1,346","74,057"
2026-07-02 06:55:06,ALLSHR,GWLC,Gharibwal Cement Limited,54.99,55.80,0.81,1.47%,0.11%,1.74,"328,162",400,"22,335"
2026-07-02 06:55:06,ALLSHR,SPAC1,LSE SPAC-I Limited,17.00,17.05,0.05,0.29%,0.00%,0.01,"327,402",26,443
2026-07-02 06:55:06,ALLSHR,ISL,International Steels Limited,90.18,91.51,1.33,1.48%,0.19%,3.10,"320,556",435,"39,807"
